ID дистрибьютора;Дата;Код продукта дистрибьютора;Количество;Сумма в закупочных ценах;
17;08.06.2023;ЛЦ0010418;0;0;
17;08.06.2023;ЛЦ0010706;0;0;
17;08.06.2023;ЛЦ0006627;0;0;
17;08.06.2023;ЛЦ0010460;146;584;
17;08.06.2023;ЛЦ0006108;2076;364338;
17;08.06.2023;ЛЦ0011001;0;0;
17;08.06.2023;ЛЦ0011121;0;0;
17;08.06.2023;ЛЦ0005798;0;0;
17;08.06.2023;ЛУ0000026;97;8924;
17;08.06.2023;ЛЦ0011383;150;15625;
17;08.06.2023;ЛЦ0002663;260;28132;
17;08.06.2023;ЛУ0000045;136;12906,4;
17;08.06.2023;ЛУ0009210;0;0;
17;08.06.2023;ЛЦ0003863;323;25064,8;
17;08.06.2023;ЛЦ0011441;0;0;
17;08.06.2023;ЛЦ0009357;0;0;
17;08.06.2023;ЛЦ0011301;720;37235;
17;08.06.2023;ЛЦ0005548;0;0;
17;08.06.2023;ЛУ0007470;0;0;
17;08.06.2023;ЛЦ0011384;600;22500;
17;08.06.2023;ЛУ0000027;0;0;
17;08.06.2023;ЛУ0000046;0;0;
17;08.06.2023;ЛЦ0003864;55;4356;
17;08.06.2023;ЛЦ0010823;0;0;
17;08.06.2023;ЛЦ0009358;1244;103,67;
17;08.06.2023;ЛУ0000003;750;36412,5;
17;08.06.2023;ЛУ0012020;107;6018,75;
17;08.06.2023;ЛЦ0011353;0;0;
17;08.06.2023;ЛЦ0002289;0;0;
17;08.06.2023;ЛУ0000246;0;0;
17;08.06.2023;ЛУ0000047;35;4180,75;
17;08.06.2023;ЛЦ0004202;0;0;
17;08.06.2023;ЛЦ0011117;0;0;
17;08.06.2023;ЛЦ0004684;1925,1;126094,05;
17;08.06.2023;ЛЦ0005103;2580;14190;
17;08.06.2023;ЛЦ0010356;0;0;
17;08.06.2023;ЛЦ0010824;0;0;
17;09.06.2023;ЛЦ0010842;0;0;
17;09.06.2023;ЛЦ0007894;85;15640;
17;09.06.2023;ЛУ0000011;1,6;294,4;
17;09.06.2023;ЛЦ0010462;0;0;
17;09.06.2023;ЛЦ0011122;0;0;
17;09.06.2023;ЛЦ0002218;40;4690,5;
17;09.06.2023;ЛУ0000005;120;6456;
17;09.06.2023;ЛУ0000248;0;0;
17;09.06.2023;ЛЦ0010461;0;0;
17;09.06.2023;ЛЦ0011013;0;0;
17;09.06.2023;ЛЦ0011119;0;0;
17;09.06.2023;ЛЦ0006613;80;5948;
17;09.06.2023;ЛЦ0009003;0;0;
17;09.06.2023;ЛЦ0008631;76,608;5517,6;
17;09.06.2023;ЛЦ0010463;0;0;
17;09.06.2023;ЛЦ0011135;0;0;
17;09.06.2023;ЛЦ0011243;0;109,8;
17;09.06.2023;ЛЦ0010448;0;0;
17;09.06.2023;ЛУ0000006;0;0;
17;09.06.2023;ЛЦ0005388;156;7839;
17;09.06.2023;ЛЦ0011477;0;0;
17;09.06.2023;ЛЦ0011014;0;0;
17;09.06.2023;ЛЦ0011455;10;875;
17;09.06.2023;ЛЦ0009360;0;0;
17;09.06.2023;ЛЦ0009004;0;0;
17;09.06.2023;ЛЦ0011346;0;0;
17;09.06.2023;ЛЦ0006625;35;3367;
17;09.06.2023;ЛЦ0010449;0;0;
17;09.06.2023;ЛЦ0009155;0;0;
17;09.06.2023;ЛЦ0011381;150;8625;
17;09.06.2023;ЛУ0012010;0;0;
17;09.06.2023;ЛЦ0011136;0;0;
17;09.06.2023;ЛЦ0006626;0;0;
17;09.06.2023;ЛЦ0010625;0;0;
17;09.06.2023;ЛЦ0010787;0;0;
17;09.06.2023;ЛЦ0002292;0;0;
17;09.06.2023;ЛЦ0007401;50;3330;
17;09.06.2023;ЛЦ0011120;0;0;
17;09.06.2023;ЛЦ0004199;5588;190830,2;
17;09.06.2023;ЛЦ0011382;150;10250;
17;09.06.2023;ЛУ0000025;0;0;
17;09.06.2023;ЛУ0000044;70;2919,01;
17;09.06.2023;ЛЦ0003862;40;3530;
17;09.06.2023;ЛЦ0009247;0;0;
17;09.06.2023;ЛЦ0005445;0;0;
17;09.06.2023;ЛЦ0010418;0;0;
17;09.06.2023;ЛЦ0010706;0;0;
17;09.06.2023;ЛЦ0006627;0;0;
17;09.06.2023;ЛЦ0010460;146;584;
17;09.06.2023;ЛЦ0006108;76;13338;
17;09.06.2023;ЛЦ0011001;0;0;
17;09.06.2023;ЛЦ0011121;0;0;
17;09.06.2023;ЛЦ0005798;0;0;
17;09.06.2023;ЛУ0000026;97;8924;
17;09.06.2023;ЛЦ0011383;150;15625;
17;09.06.2023;ЛЦ0002663;260;28132;
17;09.06.2023;ЛУ0000045;136;12906,4;
17;09.06.2023;ЛУ0009210;0;0;
17;09.06.2023;ЛЦ0003863;220;17072;
17;09.06.2023;ЛЦ0011441;0;0;
17;09.06.2023;ЛЦ0009357;0;0;
17;09.06.2023;ЛЦ0011301;720;37235;
17;09.06.2023;ЛЦ0005548;0;0;
17;09.06.2023;ЛУ0007470;0;0;
17;09.06.2023;ЛЦ0011384;600;22500;
17;09.06.2023;ЛУ0000027;0;0;
17;09.06.2023;ЛУ0000046;0;0;
17;09.06.2023;ЛЦ0003864;50;3960;
17;09.06.2023;ЛЦ0010823;0;0;
17;09.06.2023;ЛЦ0009358;524;43,67;
17;09.06.2023;ЛУ0000003;750;36412,5;
17;09.06.2023;ЛУ0012020;107;6018,75;
17;09.06.2023;ЛЦ0011353;0;0;
17;09.06.2023;ЛЦ0002289;0;0;
17;09.06.2023;ЛУ0000246;0;0;
17;09.06.2023;ЛУ0000047;35;4180,75;
17;09.06.2023;ЛЦ0004202;0;0;
17;09.06.2023;ЛЦ0011117;0;0;
17;09.06.2023;ЛЦ0004684;1868,4;122380,2;
17;09.06.2023;ЛЦ0005103;2520;13860;
17;09.06.2023;ЛЦ0010356;0;0;
17;09.06.2023;ЛЦ0010824;0;0;
17;09.06.2023;ЛЦ0011313;0;0;
17;09.06.2023;ЛЦ0010682;565;28730,25;
17;09.06.2023;ЛЦ0009359;0;0;
17;09.06.2023;ЛЦ0011361;100;8,33;
17;09.06.2023;ЛУ0000018;244;16506,6;
17;09.06.2023;ЛЦ0007893;830;4565;
17;09.06.2023;ЛЦ0010967;1075;53588,75;
17;09.06.2023;ЛЦ0011312;0;0;
17;09.06.2023;ЛЦ0006403;30;2340;
17;09.06.2023;ЛУ0012000;30;2356,49;
17;09.06.2023;ЛУ0000649;0;0;
17;09.06.2023;ЛЦ0010981;0;0;
17;09.06.2023;ЛЦ0011118;0;0;
17;09.06.2023;ЛУ0000117;0;0;
17;09.06.2023;ЛЦ0003980;250;38812,51;
17;10.06.2023;ЛЦ0008631;76,608;5517,6;
17;10.06.2023;ЛЦ0010463;0;0;
17;10.06.2023;ЛЦ0011135;0;0;
17;10.06.2023;ЛЦ0011243;0;109,8;
17;10.06.2023;ЛЦ0010448;0;0;
17;10.06.2023;ЛУ0000006;0;0;
17;10.06.2023;ЛЦ0005388;156;7839;
17;10.06.2023;ЛЦ0011477;0;0;
17;10.06.2023;ЛЦ0011014;0;0;
17;10.06.2023;ЛЦ0011455;10;875;
17;10.06.2023;ЛЦ0009360;0;0;
17;10.06.2023;ЛЦ0009004;0;0;
17;10.06.2023;ЛЦ0011346;0;0;
17;10.06.2023;ЛЦ0006625;35;3367;
17;10.06.2023;ЛЦ0010449;0;0;
17;10.06.2023;ЛЦ0009155;0;0;
17;10.06.2023;ЛЦ0011381;150;8625;
17;10.06.2023;ЛУ0012010;0;0;
17;10.06.2023;ЛЦ0011136;0;0;
17;10.06.2023;ЛЦ0006626;0;0;
17;10.06.2023;ЛЦ0010625;0;0;
17;10.06.2023;ЛЦ0010787;0;0;
17;10.06.2023;ЛЦ0002292;0;0;
17;10.06.2023;ЛЦ0007401;50;3330;
17;10.06.2023;ЛЦ0011120;0;0;
17;10.06.2023;ЛЦ0004199;5588;190830,2;
17;10.06.2023;ЛЦ0011382;150;10250;
17;10.06.2023;ЛУ0000025;0;0;
17;10.06.2023;ЛУ0000044;70;2919,01;
17;10.06.2023;ЛЦ0003862;40;3530;
17;10.06.2023;ЛЦ0009247;0;0;
17;10.06.2023;ЛЦ0005445;0;0;
17;10.06.2023;ЛЦ0010418;0;0;
17;10.06.2023;ЛЦ0010706;0;0;
17;10.06.2023;ЛЦ0006627;0;0;
17;10.06.2023;ЛЦ0010460;146;584;
17;10.06.2023;ЛЦ0006108;76;13338;
17;10.06.2023;ЛЦ0011001;0;0;
17;10.06.2023;ЛЦ0011121;0;0;
17;10.06.2023;ЛЦ0005798;0;0;
17;10.06.2023;ЛУ0000026;97;8924;
17;10.06.2023;ЛЦ0011383;150;15625;
17;10.06.2023;ЛЦ0002663;260;28132;
17;10.06.2023;ЛУ0000045;136;12906,4;
17;10.06.2023;ЛУ0009210;0;0;
17;10.06.2023;ЛЦ0003863;220;17072;
17;10.06.2023;ЛЦ0011441;0;0;
17;10.06.2023;ЛЦ0009357;0;0;
17;10.06.2023;ЛЦ0011301;720;37235;
17;10.06.2023;ЛЦ0005548;0;0;
17;10.06.2023;ЛУ0007470;0;0;
17;10.06.2023;ЛЦ0011384;600;22500;
17;10.06.2023;ЛУ0000027;0;0;
17;10.06.2023;ЛУ0000046;0;0;
17;10.06.2023;ЛЦ0003864;50;3960;
17;10.06.2023;ЛЦ0010823;0;0;
17;10.06.2023;ЛЦ0009358;524;43,67;
17;10.06.2023;ЛУ0000003;750;36412,5;
17;10.06.2023;ЛУ0012020;107;6018,75;
17;10.06.2023;ЛЦ0011353;0;0;
17;10.06.2023;ЛЦ0002289;0;0;
17;10.06.2023;ЛУ0000246;0;0;
17;10.06.2023;ЛУ0000047;35;4180,75;
17;10.06.2023;ЛЦ0004202;0;0;
17;10.06.2023;ЛЦ0011117;0;0;
17;10.06.2023;ЛЦ0004684;1868,4;122380,2;
17;10.06.2023;ЛЦ0005103;2520;13860;
17;10.06.2023;ЛЦ0010356;0;0;
17;10.06.2023;ЛЦ0010824;0;0;
17;10.06.2023;ЛЦ0011313;0;0;
17;10.06.2023;ЛЦ0010682;565;28730,25;
17;10.06.2023;ЛЦ0009359;0;0;
17;10.06.2023;ЛЦ0011361;100;8,33;
17;10.06.2023;ЛУ0000018;244;16506,6;
17;10.06.2023;ЛЦ0007893;830;4565;
17;10.06.2023;ЛЦ0010967;1075;53588,75;
17;10.06.2023;ЛЦ0011312;0;0;
17;10.06.2023;ЛЦ0006403;30;2340;
17;10.06.2023;ЛУ0012000;30;2356,49;
17;10.06.2023;ЛУ0000649;0;0;
17;10.06.2023;ЛЦ0010981;0;0;
17;10.06.2023;ЛЦ0011118;0;0;
17;10.06.2023;ЛУ0000117;0;0;
17;10.06.2023;ЛЦ0003980;250;38812,51;
17;10.06.2023;ЛЦ0010842;0;0;
17;10.06.2023;ЛЦ0007894;85;15640;
17;10.06.2023;ЛУ0000011;1,6;294,4;
17;10.06.2023;ЛЦ0010462;0;0;
17;10.06.2023;ЛЦ0011122;0;0;
17;10.06.2023;ЛЦ0002218;40;4690,5;
17;10.06.2023;ЛУ0000005;120;6456;
17;10.06.2023;ЛУ0000248;0;0;
17;10.06.2023;ЛЦ0010461;0;0;
17;10.06.2023;ЛЦ0011013;0;0;
17;10.06.2023;ЛЦ0011119;0;0;
17;10.06.2023;ЛЦ0006613;80;5948;
17;10.06.2023;ЛЦ0009003;0;0;
17;11.06.2023;ЛЦ0011346;0;0;
17;11.06.2023;ЛЦ0006625;35;3367;
17;11.06.2023;ЛЦ0010449;0;0;
17;11.06.2023;ЛЦ0009155;0;0;
17;11.06.2023;ЛЦ0011381;150;8625;
17;11.06.2023;ЛУ0012010;0;0;
17;11.06.2023;ЛЦ0011136;0;0;
17;11.06.2023;ЛЦ0006626;0;0;
17;11.06.2023;ЛЦ0010625;0;0;
17;11.06.2023;ЛЦ0010787;0;0;
17;11.06.2023;ЛЦ0002292;0;0;
17;11.06.2023;ЛЦ0007401;50;3330;
17;11.06.2023;ЛЦ0011120;0;0;
17;11.06.2023;ЛЦ0004199;5588;190830,2;
17;11.06.2023;ЛЦ0011382;150;10250;
17;11.06.2023;ЛУ0000025;0;0;
17;11.06.2023;ЛУ0000044;70;2919,01;
17;11.06.2023;ЛЦ0003862;40;3530;
17;11.06.2023;ЛЦ0009247;0;0;
17;11.06.2023;ЛЦ0005445;0;0;
17;11.06.2023;ЛЦ0010418;0;0;
17;11.06.2023;ЛЦ0010706;0;0;
17;11.06.2023;ЛЦ0006627;0;0;
17;11.06.2023;ЛЦ0010460;146;584;
17;11.06.2023;ЛЦ0006108;76;13338;
17;11.06.2023;ЛЦ0011001;0;0;
17;11.06.2023;ЛЦ0011121;0;0;
17;11.06.2023;ЛЦ0005798;0;0;
17;11.06.2023;ЛУ0000026;97;8924;
17;11.06.2023;ЛЦ0011383;150;15625;
17;11.06.2023;ЛЦ0002663;260;28132;
17;11.06.2023;ЛУ0000045;136;12906,4;
17;11.06.2023;ЛУ0009210;0;0;
17;11.06.2023;ЛЦ0003863;220;17072;
17;11.06.2023;ЛЦ0011441;0;0;
17;11.06.2023;ЛЦ0009357;0;0;
17;11.06.2023;ЛЦ0011301;720;37235;
17;11.06.2023;ЛЦ0005548;0;0;
17;11.06.2023;ЛУ0007470;0;0;
17;11.06.2023;ЛЦ0011384;600;22500;
17;11.06.2023;ЛУ0000027;0;0;
17;11.06.2023;ЛУ0000046;0;0;
17;11.06.2023;ЛЦ0003864;50;3960;
17;11.06.2023;ЛЦ0010823;0;0;
17;11.06.2023;ЛЦ0009358;524;43,67;
17;11.06.2023;ЛУ0000003;750;36412,5;
17;11.06.2023;ЛУ0012020;107;6018,75;
17;11.06.2023;ЛЦ0011353;0;0;
17;11.06.2023;ЛЦ0002289;0;0;
17;11.06.2023;ЛУ0000246;0;0;
17;11.06.2023;ЛУ0000047;35;4180,75;
17;11.06.2023;ЛЦ0004202;0;0;
17;11.06.2023;ЛЦ0011117;0;0;
17;11.06.2023;ЛЦ0004684;1868,4;122380,2;
17;11.06.2023;ЛЦ0005103;2520;13860;
17;11.06.2023;ЛЦ0010356;0;0;
17;11.06.2023;ЛЦ0010824;0;0;
17;11.06.2023;ЛЦ0011313;0;0;
17;11.06.2023;ЛЦ0010682;565;28730,25;
17;11.06.2023;ЛЦ0009359;0;0;
17;11.06.2023;ЛЦ0011361;100;8,33;
17;11.06.2023;ЛУ0000018;244;16506,6;
17;11.06.2023;ЛЦ0007893;830;4565;
17;11.06.2023;ЛЦ0010967;1075;53588,75;
17;11.06.2023;ЛЦ0011312;0;0;
17;11.06.2023;ЛЦ0006403;30;2340;
17;11.06.2023;ЛУ0012000;30;2356,49;
17;11.06.2023;ЛУ0000649;0;0;
17;11.06.2023;ЛЦ0010981;0;0;
17;11.06.2023;ЛЦ0011118;0;0;
17;11.06.2023;ЛУ0000117;0;0;
17;11.06.2023;ЛЦ0003980;250;38812,51;
17;11.06.2023;ЛЦ0010842;0;0;
17;11.06.2023;ЛЦ0007894;85;15640;
17;11.06.2023;ЛУ0000011;1,6;294,4;
17;11.06.2023;ЛЦ0010462;0;0;
17;11.06.2023;ЛЦ0011122;0;0;
17;11.06.2023;ЛЦ0002218;40;4690,5;
17;11.06.2023;ЛУ0000005;120;6456;
17;11.06.2023;ЛУ0000248;0;0;
17;11.06.2023;ЛЦ0010461;0;0;
17;11.06.2023;ЛЦ0011013;0;0;
17;11.06.2023;ЛЦ0011119;0;0;
17;11.06.2023;ЛЦ0006613;80;5948;
17;11.06.2023;ЛЦ0009003;0;0;
17;11.06.2023;ЛЦ0008631;76,608;5517,6;
17;11.06.2023;ЛЦ0010463;0;0;
17;11.06.2023;ЛЦ0011135;0;0;
17;11.06.2023;ЛЦ0011243;0;109,8;
17;11.06.2023;ЛЦ0010448;0;0;
17;11.06.2023;ЛУ0000006;0;0;
17;11.06.2023;ЛЦ0005388;156;7839;
17;11.06.2023;ЛЦ0011477;0;0;
17;11.06.2023;ЛЦ0011014;0;0;
17;11.06.2023;ЛЦ0011455;10;875;
17;11.06.2023;ЛЦ0009360;0;0;
17;11.06.2023;ЛЦ0009004;0;0;
17;12.06.2023;ЛЦ0011136;0;0;
17;12.06.2023;ЛЦ0006626;0;0;
17;12.06.2023;ЛЦ0010625;0;0;
17;12.06.2023;ЛЦ0010787;0;0;
17;12.06.2023;ЛЦ0002292;0;0;
17;12.06.2023;ЛЦ0007401;40;2664;
17;12.06.2023;ЛЦ0011120;0;0;
17;12.06.2023;ЛЦ0004199;15878;542233,7;
17;12.06.2023;ЛЦ0011382;150;10250;
17;12.06.2023;ЛУ0000025;0;0;
17;12.06.2023;ЛУ0000044;60;2502,01;
17;12.06.2023;ЛЦ0003862;40;3530;
17;12.06.2023;ЛЦ0009247;0;0;
17;12.06.2023;ЛЦ0005445;0;0;
17;12.06.2023;ЛЦ0010418;0;0;
17;12.06.2023;ЛЦ0010706;0;0;
17;12.06.2023;ЛЦ0006627;0;0;
17;12.06.2023;ЛЦ0010460;146;584;
17;12.06.2023;ЛЦ0006108;76;13338;
17;12.06.2023;ЛЦ0011001;0;0;
17;12.06.2023;ЛЦ0011121;0;0;
17;12.06.2023;ЛЦ0005798;0;0;
17;12.06.2023;ЛУ0000026;197;18124;
17;12.06.2023;ЛЦ0011383;150;15625;
17;12.06.2023;ЛЦ0002663;260;28132;
17;12.06.2023;ЛУ0000045;136;12906,4;
17;12.06.2023;ЛУ0009210;0;0;
17;12.06.2023;ЛЦ0003863;200;15520;
17;12.06.2023;ЛЦ0011441;0;0;
17;12.06.2023;ЛЦ0009357;0;0;
17;12.06.2023;ЛЦ0011301;720;37235;
17;12.06.2023;ЛЦ0005548;0;0;
17;12.06.2023;ЛУ0007470;0;0;
17;12.06.2023;ЛЦ0011384;600;22500;
17;12.06.2023;ЛУ0000027;0;0;
17;12.06.2023;ЛУ0000046;0;0;
17;12.06.2023;ЛЦ0003864;50;3960;
17;12.06.2023;ЛЦ0010823;0;0;
17;12.06.2023;ЛЦ0009358;2252;187,67;
17;12.06.2023;ЛУ0000003;114;5534,7;
17;12.06.2023;ЛУ0012020;207;11643,75;
17;12.06.2023;ЛЦ0011353;2880;240;
17;12.06.2023;ЛЦ0002289;0;0;
17;12.06.2023;ЛУ0000246;0;0;
17;12.06.2023;ЛУ0000047;35;4180,75;
17;12.06.2023;ЛЦ0004202;0;0;
17;12.06.2023;ЛЦ0011117;0;0;
17;12.06.2023;ЛЦ0004684;2116,8;138650,4;
17;12.06.2023;ЛЦ0005103;16200;89100;
17;12.06.2023;ЛЦ0010356;0;0;
17;12.06.2023;ЛЦ0010824;0;0;
17;12.06.2023;ЛЦ0011313;18;15;
17;12.06.2023;ЛЦ0010682;1065;54155,25;
17;12.06.2023;ЛЦ0009359;0;0;
17;12.06.2023;ЛЦ0011361;80;6,66;
17;12.06.2023;ЛУ0000018;314;21242,1;
17;12.06.2023;ЛЦ0007893;2630;14465;
17;12.06.2023;ЛЦ0010967;971;48404,35;
17;12.06.2023;ЛЦ0011312;27;22,5;
17;12.06.2023;ЛЦ0006403;30;2340;
17;12.06.2023;ЛУ0012000;30;2356,49;
17;12.06.2023;ЛУ0000649;0;0;
17;12.06.2023;ЛЦ0010981;360;30;
17;12.06.2023;ЛЦ0011118;0;0;
17;12.06.2023;ЛУ0000117;0;0;
17;12.06.2023;ЛЦ0003980;250;38812,51;
17;12.06.2023;ЛЦ0010842;0;0;
17;12.06.2023;ЛЦ0007894;205;37720;
17;12.06.2023;ЛУ0000011;166,6;30654,4;
17;12.06.2023;ЛЦ0010462;0;0;
17;12.06.2023;ЛЦ0011122;0;0;
17;12.06.2023;ЛЦ0002218;40;4690,5;
17;12.06.2023;ЛУ0000005;180;9684;
17;12.06.2023;ЛУ0000248;0;0;
17;12.06.2023;ЛЦ0010461;0;0;
17;12.06.2023;ЛЦ0011013;0;0;
17;12.06.2023;ЛЦ0011119;0;0;
17;12.06.2023;ЛЦ0006613;80;5948;
17;12.06.2023;ЛЦ0009003;0;0;
17;12.06.2023;ЛЦ0008631;66,528;4791,6;
17;12.06.2023;ЛЦ0010463;0;0;
17;12.06.2023;ЛЦ0011135;0;0;
17;12.06.2023;ЛЦ0011243;0;0;
17;12.06.2023;ЛЦ0010448;0;0;
17;12.06.2023;ЛУ0000006;0;0;
17;12.06.2023;ЛЦ0005388;276;13869;
17;12.06.2023;ЛЦ0011477;0;0;
17;12.06.2023;ЛЦ0011014;0;0;
17;12.06.2023;ЛЦ0011455;10;875;
17;12.06.2023;ЛЦ0009360;0;0;
17;12.06.2023;ЛЦ0009004;0;0;
17;12.06.2023;ЛЦ0011346;0;0;
17;12.06.2023;ЛЦ0006625;35;3367;
17;12.06.2023;ЛЦ0010449;0;0;
17;12.06.2023;ЛЦ0009155;0;0;
17;12.06.2023;ЛЦ0011381;150;8625;
17;12.06.2023;ЛУ0012010;0;0;
17;13.06.2023;ЛЦ0005445;0;0;
17;13.06.2023;ЛЦ0010418;0;0;
17;13.06.2023;ЛЦ0010706;0;0;
17;13.06.2023;ЛЦ0006627;0;0;
17;13.06.2023;ЛЦ0010460;146;584;
17;13.06.2023;ЛЦ0006108;76;13338;
17;13.06.2023;ЛЦ0011001;0;0;
17;13.06.2023;ЛЦ0011121;0;0;
17;13.06.2023;ЛЦ0005798;0;0;
17;13.06.2023;ЛУ0000026;197;18124;
17;13.06.2023;ЛЦ0011383;150;15625;
17;13.06.2023;ЛЦ0002663;260;28132;
17;13.06.2023;ЛУ0000045;126;11957,4;
17;13.06.2023;ЛУ0009210;0;0;
17;13.06.2023;ЛЦ0003863;190;14744;
17;13.06.2023;ЛЦ0011441;0;0;
17;13.06.2023;ЛЦ0009357;0;0;
17;13.06.2023;ЛЦ0011301;720;37235;
17;13.06.2023;ЛЦ0005548;0;0;
17;13.06.2023;ЛУ0007470;0;0;
17;13.06.2023;ЛЦ0011384;600;22500;
17;13.06.2023;ЛУ0000027;0;0;
17;13.06.2023;ЛУ0000046;0;0;
17;13.06.2023;ЛЦ0003864;45;3564;
17;13.06.2023;ЛЦ0010823;0;0;
17;13.06.2023;ЛЦ0009358;1618;134,84;
17;13.06.2023;ЛУ0000003;78;3786,9;
17;13.06.2023;ЛУ0012020;197;11081,25;
17;13.06.2023;ЛЦ0011353;2880;240;
17;13.06.2023;ЛЦ0002289;0;0;
17;13.06.2023;ЛУ0000246;0;0;
17;13.06.2023;ЛУ0000047;35;4180,75;
17;13.06.2023;ЛЦ0004202;0;0;
17;13.06.2023;ЛЦ0011117;0;0;
17;13.06.2023;ЛЦ0004684;1258,2;82412,1;
17;13.06.2023;ЛЦ0005103;16140;88770;
17;13.06.2023;ЛЦ0010356;0;0;
17;13.06.2023;ЛЦ0010824;0;0;
17;13.06.2023;ЛЦ0011313;18;15;
17;13.06.2023;ЛЦ0010682;105;5339,25;
17;13.06.2023;ЛЦ0009359;0;0;
17;13.06.2023;ЛЦ0011361;70;5,83;
17;13.06.2023;ЛУ0000018;294;19889,1;
17;13.06.2023;ЛЦ0007893;2630;14465;
17;13.06.2023;ЛЦ0010967;921;45911,85;
17;13.06.2023;ЛЦ0011312;27;22,5;
17;13.06.2023;ЛЦ0006403;30;2340;
17;13.06.2023;ЛУ0012000;20;1570,99;
17;13.06.2023;ЛУ0000649;0;0;
17;13.06.2023;ЛЦ0010981;360;30;
17;13.06.2023;ЛЦ0011118;0;0;
17;13.06.2023;ЛУ0000117;0;0;
17;13.06.2023;ЛЦ0003980;140;21735,01;
17;13.06.2023;ЛЦ0010842;0;0;
17;13.06.2023;ЛЦ0007894;205;37720;
17;13.06.2023;ЛУ0000011;166,6;30654,4;
17;13.06.2023;ЛЦ0010462;0;0;
17;13.06.2023;ЛЦ0011122;0;0;
17;13.06.2023;ЛЦ0002218;40;4690,5;
17;13.06.2023;ЛУ0000005;120;6456;
17;13.06.2023;ЛУ0000248;0;0;
17;13.06.2023;ЛЦ0010461;0;0;
17;13.06.2023;ЛЦ0011013;0;0;
17;13.06.2023;ЛЦ0011119;0;0;
17;13.06.2023;ЛЦ0006613;80;5948;
17;13.06.2023;ЛЦ0009003;0;0;
17;13.06.2023;ЛЦ0008631;31,248;2250,6;
17;13.06.2023;ЛЦ0010463;0;0;
17;13.06.2023;ЛЦ0011135;0;0;
17;13.06.2023;ЛЦ0011243;0;0;
17;13.06.2023;ЛЦ0010448;0;0;
17;13.06.2023;ЛУ0000006;0;0;
17;13.06.2023;ЛЦ0005388;96;4824;
17;13.06.2023;ЛЦ0011477;0;0;
17;13.06.2023;ЛЦ0011014;0;0;
17;13.06.2023;ЛЦ0011455;10;875;
17;13.06.2023;ЛЦ0009360;0;0;
17;13.06.2023;ЛЦ0009004;0;0;
17;13.06.2023;ЛЦ0011346;0;0;
17;13.06.2023;ЛЦ0006625;35;3367;
17;13.06.2023;ЛЦ0010449;0;0;
17;13.06.2023;ЛЦ0009155;0;0;
17;13.06.2023;ЛЦ0011381;150;8625;
17;13.06.2023;ЛУ0012010;0;0;
17;13.06.2023;ЛЦ0011136;0;0;
17;13.06.2023;ЛЦ0006626;0;0;
17;13.06.2023;ЛЦ0010625;0;0;
17;13.06.2023;ЛЦ0010787;0;0;
17;13.06.2023;ЛЦ0002292;0;0;
17;13.06.2023;ЛЦ0007401;40;2664;
17;13.06.2023;ЛЦ0011120;0;0;
17;13.06.2023;ЛЦ0004199;11853;404779,95;
17;13.06.2023;ЛЦ0011382;150;10250;
17;13.06.2023;ЛУ0000025;0;0;
17;13.06.2023;ЛУ0000044;40;1668,01;
17;13.06.2023;ЛЦ0003862;40;3530;
17;13.06.2023;ЛЦ0009247;0;0;
17;14.06.2023;ЛЦ0005548;0;0;
17;14.06.2023;ЛУ0007470;0;0;
17;14.06.2023;ЛЦ0011384;600;22500;
17;14.06.2023;ЛУ0000027;0;0;
17;14.06.2023;ЛУ0000046;10;875,5;
17;14.06.2023;ЛЦ0003864;45;3564;
17;14.06.2023;ЛЦ0010823;0;0;
17;14.06.2023;ЛЦ0009358;2614;217,84;
17;14.06.2023;ЛУ0000003;1206;58551,3;
17;14.06.2023;ЛУ0012020;197;11081,25;
17;14.06.2023;ЛЦ0011353;2880;240;
17;14.06.2023;ЛЦ0002289;0;0;
17;14.06.2023;ЛУ0000246;0;0;
17;14.06.2023;ЛУ0000047;85;10153,25;
17;14.06.2023;ЛЦ0004202;0;0;
17;14.06.2023;ЛЦ0011117;0;0;
17;14.06.2023;ЛЦ0004684;2794,5;183039,75;
17;14.06.2023;ЛЦ0005103;14820;81510;
17;14.06.2023;ЛЦ0010356;0;0;
17;14.06.2023;ЛЦ0010824;0;0;
17;14.06.2023;ЛЦ0011313;18;15;
17;14.06.2023;ЛЦ0010682;635;32289,75;
17;14.06.2023;ЛЦ0009359;0;0;
17;14.06.2023;ЛЦ0011361;60;5;
17;14.06.2023;ЛУ0000018;144;9741,6;
17;14.06.2023;ЛЦ0007893;2630;14465;
17;14.06.2023;ЛЦ0010967;821;40926,85;
17;14.06.2023;ЛЦ0011312;153;127,5;
17;14.06.2023;ЛЦ0006403;30;2340;
17;14.06.2023;ЛУ0012000;20;1570,99;
17;14.06.2023;ЛУ0000649;0;0;
17;14.06.2023;ЛЦ0010981;360;30;
17;14.06.2023;ЛЦ0011118;0;0;
17;14.06.2023;ЛУ0000117;0;0;
17;14.06.2023;ЛЦ0003980;240;37260,01;
17;14.06.2023;ЛЦ0010842;0;0;
17;14.06.2023;ЛЦ0007894;205;37720;
17;14.06.2023;ЛУ0000011;991,6;182454,4;
17;14.06.2023;ЛЦ0010462;0;0;
17;14.06.2023;ЛЦ0011122;0;0;
17;14.06.2023;ЛЦ0002218;40;4690,5;
17;14.06.2023;ЛУ0000005;36;1936,8;
17;14.06.2023;ЛУ0000248;0;0;
17;14.06.2023;ЛЦ0010461;0;0;
